date,geography,industry,characteristics,estimate
December 2016,Nova Scotia,Accommodation and food services,Employment,26.700001
December 2016,Nova Scotia,Accommodation and food services,Labour force,31.1
December 2016,Nova Scotia,Agriculture,Employment,4.1999998
December 2016,Nova Scotia,Agriculture,Labour force,4.9000001
December 2016,Nova Scotia,"Business, building and other support services",Employment,16.700001
December 2016,Nova Scotia,"Business, building and other support services",Labour force,19.700001
December 2016,Nova Scotia,Construction,Employment,33
December 2016,Nova Scotia,Construction,Labour force,38.200001
December 2016,Nova Scotia,Digital Economy,Employment,32.300003
December 2016,Nova Scotia,Digital Economy,Labour force,33.599998
December 2016,Nova Scotia,Educational services,Employment,36.400002
December 2016,Nova Scotia,Educational services,Labour force,37
December 2016,Nova Scotia,"Finance, insurance,",Employment,14.8
December 2016,Nova Scotia,"Finance, insurance,",Labour force,15
December 2016,Nova Scotia,"Forestry, fishing,",Employment,8.1999998
December 2016,Nova Scotia,"Forestry, fishing,",Labour force,9.3000002
December 2016,Nova Scotia,Health care and social assistance,Employment,74.300003
December 2016,Nova Scotia,Health care and social assistance,Labour force,75.699997
December 2016,Nova Scotia,Information and Communication Technologies,Employment,16.200001
December 2016,Nova Scotia,Information and Communication Technologies,Labour force,16.9
December 2016,Nova Scotia,"Information, culture and recreation",Employment,13.6
December 2016,Nova Scotia,"Information, culture and recreation",Labour force,15.1
December 2016,Nova Scotia,Manufacturing,Employment,28.1
December 2016,Nova Scotia,Manufacturing,Labour force,29.9
December 2016,Nova Scotia,"Mining, quarrying, oil and gas",Employment,3.4000001
December 2016,Nova Scotia,"Mining, quarrying, oil and gas",Labour force,3.8
December 2016,Nova Scotia,Other services,Employment,19.5
December 2016,Nova Scotia,Other services,Labour force,20
December 2016,Nova Scotia,"Professional, scientific and technical services",Employment,27.1
December 2016,Nova Scotia,"Professional, scientific and technical services",Labour force,27.5
December 2016,Nova Scotia,Public administration,Employment,27.4
December 2016,Nova Scotia,Public administration,Labour force,28.799999
December 2016,Nova Scotia,Real estate and leasing,Employment,8.6999998
December 2016,Nova Scotia,Real estate and leasing,Labour force,8.6999998
December 2016,Nova Scotia,"Total, all industries",Employment,440.20001
December 2016,Nova Scotia,"Total, all industries",Labour force,478.10001
December 2016,Nova Scotia,Trade,Employment,74.5
December 2016,Nova Scotia,Trade,Labour force,77.400002
December 2016,Nova Scotia,Transportation and warehousing,Employment,20
December 2016,Nova Scotia,Transportation and warehousing,Labour force,20.299999
December 2016,Nova Scotia,Utilities,Employment,3.5999999
December 2016,Nova Scotia,Utilities,Labour force,3.5999999
December 2016,Ontario,Accommodation and food services,Employment,433
December 2016,Ontario,Accommodation and food services,Labour force,463.10001
December 2016,Ontario,Agriculture,Employment,73.5
December 2016,Ontario,Agriculture,Labour force,78
December 2016,Ontario,"Business, building and other support services",Employment,314.10001
December 2016,Ontario,"Business, building and other support services",Labour force,345.39999
December 2016,Ontario,Construction,Employment,512
December 2016,Ontario,Construction,Labour force,539.40002
December 2016,Ontario,Digital Economy,Employment,762.59998
December 2016,Ontario,Digital Economy,Labour force,782.40002
December 2016,Ontario,Educational services,Employment,507.60001
December 2016,Ontario,Educational services,Labour force,516.59998
December 2016,Ontario,"Finance, insurance,",Employment,422.39999
December 2016,Ontario,"Finance, insurance,",Labour force,431.20001
December 2016,Ontario,"Forestry, fishing,",Employment,5.9000001
December 2016,Ontario,"Forestry, fishing,",Labour force,6.8000002
December 2016,Ontario,Health care and social assistance,Employment,845
December 2016,Ontario,Health care and social assistance,Labour force,863.59998
December 2016,Ontario,Information and Communication Technologies,Employment,378.20001
December 2016,Ontario,Information and Communication Technologies,Labour force,390.39999
December 2016,Ontario,"Information, culture and recreation",Employment,290.89999
December 2016,Ontario,"Information, culture and recreation",Labour force,311
December 2016,Ontario,Manufacturing,Employment,749.90002
December 2016,Ontario,Manufacturing,Labour force,774.40002
December 2016,Ontario,"Mining, quarrying, oil and gas",Employment,29.700001
December 2016,Ontario,"Mining, quarrying, oil and gas",Labour force,32.400002
December 2016,Ontario,Other services,Employment,276.10001
December 2016,Ontario,Other services,Labour force,284.5
December 2016,Ontario,"Professional, scientific and technical services",Employment,595.90002
December 2016,Ontario,"Professional, scientific and technical services",Labour force,608.09998
December 2016,Ontario,Public administration,Employment,363.70001
December 2016,Ontario,Public administration,Labour force,370.70001
December 2016,Ontario,Real estate and leasing,Employment,137.7
December 2016,Ontario,Real estate and leasing,Labour force,140.3
December 2016,Ontario,"Total, all industries",Employment,6958.8999
December 2016,Ontario,"Total, all industries",Labour force,7383.2002
December 2016,Ontario,Trade,Employment,1024.6
December 2016,Ontario,Trade,Labour force,1052.5
December 2016,Ontario,Transportation and warehousing,Employment,327.60001
December 2016,Ontario,Transportation and warehousing,Labour force,339.60001
December 2016,Ontario,Utilities,Employment,49.299999
December 2016,Ontario,Utilities,Labour force,50.099998
December 2016,Prince Edward Island,Accommodation and food services,Employment,5.0999999
December 2016,Prince Edward Island,Accommodation and food services,Labour force,6.5
December 2016,Prince Edward Island,Agriculture,Employment,2.3
December 2016,Prince Edward Island,Agriculture,Labour force,3.5999999
December 2016,Prince Edward Island,"Business, building and other support services",Employment,2.2
December 2016,Prince Edward Island,"Business, building and other support services",Labour force,2.2
December 2016,Prince Edward Island,Construction,Employment,4.3000002
December 2016,Prince Edward Island,Construction,Labour force,5.1999998
December 2016,Prince Edward Island,Digital Economy,Employment,3.5999999
December 2016,Prince Edward Island,Digital Economy,Labour force,3.5
December 2016,Prince Edward Island,Educational services,Employment,5.5
December 2016,Prince Edward Island,Educational services,Labour force,5.8000002
December 2016,Prince Edward Island,"Finance, insurance,",Employment,2.4000001
December 2016,Prince Edward Island,"Finance, insurance,",Labour force,2.4000001
December 2016,Prince Edward Island,"Forestry, fishing,",Employment,1.4
December 2016,Prince Edward Island,"Forestry, fishing,",Labour force,2.2
December 2016,Prince Edward Island,Health care and social assistance,Employment,10
December 2016,Prince Edward Island,Health care and social assistance,Labour force,10.1
December 2016,Prince Edward Island,Information and Communication Technologies,Employment,1.6
December 2016,Prince Edward Island,Information and Communication Technologies,Labour force,1.6
December 2016,Prince Edward Island,"Information, culture and recreation",Employment,2.5
December 2016,Prince Edward Island,"Information, culture and recreation",Labour force,3.0999999
December 2016,Prince Edward Island,Manufacturing,Employment,6
December 2016,Prince Edward Island,Manufacturing,Labour force,6.4000001
December 2016,Prince Edward Island,"Mining, quarrying, oil and gas",Employment,.30000001
December 2016,Prince Edward Island,"Mining, quarrying, oil and gas",Labour force,.5
December 2016,Prince Edward Island,Other services,Employment,3.5
December 2016,Prince Edward Island,Other services,Labour force,3.8
December 2016,Prince Edward Island,"Professional, scientific and technical services",Employment,3.3
December 2016,Prince Edward Island,"Professional, scientific and technical services",Labour force,3.5
December 2016,Prince Edward Island,Public administration,Employment,6.1999998
December 2016,Prince Edward Island,Public administration,Labour force,6.5
December 2016,Prince Edward Island,Real estate and leasing,Employment,.40000001
December 2016,Prince Edward Island,Real estate and leasing,Labour force,.5
December 2016,Prince Edward Island,"Total, all industries",Employment,69.400002
December 2016,Prince Edward Island,"Total, all industries",Labour force,78.400002
December 2016,Prince Edward Island,Trade,Employment,11
December 2016,Prince Edward Island,Trade,Labour force,11.5
December 2016,Prince Edward Island,Transportation and warehousing,Employment,2.7
December 2016,Prince Edward Island,Transportation and warehousing,Labour force,3.0999999
December 2016,Prince Edward Island,Utilities,Employment,.2
December 2016,Prince Edward Island,Utilities,Labour force,.2
December 2016,Quebec,Accommodation and food services,Employment,260.89999
December 2016,Quebec,Accommodation and food services,Labour force,280.89999
December 2016,Quebec,Agriculture,Employment,48.799999
December 2016,Quebec,Agriculture,Labour force,52.099998
December 2016,Quebec,"Business, building and other support services",Employment,163.10001
December 2016,Quebec,"Business, building and other support services",Labour force,177.5
December 2016,Quebec,Construction,Employment,224.7
December 2016,Quebec,Construction,Labour force,252.8
December 2016,Quebec,Digital Economy,Employment,382.10001
December 2016,Quebec,Digital Economy,Labour force,394.29999
December 2016,Quebec,Educational services,Employment,303.20001
December 2016,Quebec,Educational services,Labour force,306.70001
December 2016,Quebec,"Finance, insurance,",Employment,158.7
December 2016,Quebec,"Finance, insurance,",Labour force,161.2
December 2016,Quebec,"Forestry, fishing,",Employment,13.4
December 2016,Quebec,"Forestry, fishing,",Labour force,18.299999
December 2016,Quebec,Health care and social assistance,Employment,562.20001
December 2016,Quebec,Health care and social assistance,Labour force,573.79999
December 2016,Quebec,Information and Communication Technologies,Employment,211.3
December 2016,Quebec,Information and Communication Technologies,Labour force,217.3
December 2016,Quebec,"Information, culture and recreation",Employment,184.2
December 2016,Quebec,"Information, culture and recreation",Labour force,196.8
December 2016,Quebec,Manufacturing,Employment,474.39999
December 2016,Quebec,Manufacturing,Labour force,499
December 2016,Quebec,"Mining, quarrying, oil and gas",Employment,18.700001
December 2016,Quebec,"Mining, quarrying, oil and gas",Labour force,19.799999
December 2016,Quebec,Other services,Employment,180.2
December 2016,Quebec,Other services,Labour force,186.60001
December 2016,Quebec,"Professional, scientific and technical services",Employment,299.60001
December 2016,Quebec,"Professional, scientific and technical services",Labour force,306.89999
December 2016,Quebec,Public administration,Employment,244.39999
December 2016,Quebec,Public administration,Labour force,250
December 2016,Quebec,Real estate and leasing,Employment,58.099998
December 2016,Quebec,Real estate and leasing,Labour force,60.900002
December 2016,Quebec,"Total, all industries",Employment,4086.8
December 2016,Quebec,"Total, all industries",Labour force,4369.7002
December 2016,Quebec,Trade,Employment,675.20001
December 2016,Quebec,Trade,Labour force,697.09998
December 2016,Quebec,Transportation and warehousing,Employment,190.7
December 2016,Quebec,Transportation and warehousing,Labour force,196.39999
December 2016,Quebec,Utilities,Employment,26.200001
December 2016,Quebec,Utilities,Labour force,27
December 2016,Saskatchewan,Accommodation and food services,Employment,35.299999
December 2016,Saskatchewan,Accommodation and food services,Labour force,37.5
December 2016,Saskatchewan,Agriculture,Employment,38.900002
December 2016,Saskatchewan,Agriculture,Labour force,39.900002
December 2016,Saskatchewan,"Business, building and other support services",Employment,12.3
December 2016,Saskatchewan,"Business, building and other support services",Labour force,13.4
December 2016,Saskatchewan,Construction,Employment,49.400002
December 2016,Saskatchewan,Construction,Labour force,53.5
December 2016,Saskatchewan,Digital Economy,Employment,30.299999
December 2016,Saskatchewan,Digital Economy,Labour force,31.400002
December 2016,Saskatchewan,Educational services,Employment,41.299999
December 2016,Saskatchewan,Educational services,Labour force,42.099998
December 2016,Saskatchewan,"Finance, insurance,",Employment,19.9
December 2016,Saskatchewan,"Finance, insurance,",Labour force,20.200001
December 2016,Saskatchewan,"Forestry, fishing,",Employment,1.2
December 2016,Saskatchewan,"Forestry, fishing,",Labour force,1.2
December 2016,Saskatchewan,Health care and social assistance,Employment,74.599998
December 2016,Saskatchewan,Health care and social assistance,Labour force,75.800003
December 2016,Saskatchewan,Information and Communication Technologies,Employment,12.9
December 2016,Saskatchewan,Information and Communication Technologies,Labour force,13.1
December 2016,Saskatchewan,"Information, culture and recreation",Employment,18.5
December 2016,Saskatchewan,"Information, culture and recreation",Labour force,19.5
December 2016,Saskatchewan,Manufacturing,Employment,27.200001
December 2016,Saskatchewan,Manufacturing,Labour force,28.799999
December 2016,Saskatchewan,"Mining, quarrying, oil and gas",Employment,24
December 2016,Saskatchewan,"Mining, quarrying, oil and gas",Labour force,25.299999
December 2016,Saskatchewan,Other services,Employment,23.200001
December 2016,Saskatchewan,Other services,Labour force,23.799999
December 2016,Saskatchewan,"Professional, scientific and technical services",Employment,28.700001
December 2016,Saskatchewan,"Professional, scientific and technical services",Labour force,29.700001
December 2016,Saskatchewan,Public administration,Employment,28.299999
December 2016,Saskatchewan,Public administration,Labour force,28.9
December 2016,Saskatchewan,Real estate and leasing,Employment,5.8000002
December 2016,Saskatchewan,Real estate and leasing,Labour force,6.1999998
December 2016,Saskatchewan,"Total, all industries",Employment,552.79999
December 2016,Saskatchewan,"Total, all industries",Labour force,589.70001
December 2016,Saskatchewan,Trade,Employment,89.5
December 2016,Saskatchewan,Trade,Labour force,94.099998
December 2016,Saskatchewan,Transportation and warehousing,Employment,28
December 2016,Saskatchewan,Transportation and warehousing,Labour force,29
December 2016,Saskatchewan,Utilities,Employment,6.5999999
December 2016,Saskatchewan,Utilities,Labour force,6.8000002
November 2016,Alberta,Accommodation and food services,Employment,142.60001
November 2016,Alberta,Accommodation and food services,Labour force,149.5
November 2016,Alberta,Agriculture,Employment,52
November 2016,Alberta,Agriculture,Labour force,52.599998
November 2016,Alberta,"Business, building and other support services",Employment,74
November 2016,Alberta,"Business, building and other support services",Labour force,81.800003
November 2016,Alberta,Construction,Employment,232.7
November 2016,Alberta,Construction,Labour force,259.70001
November 2016,Alberta,Digital Economy,Employment,157.3
November 2016,Alberta,Digital Economy,Labour force,167.2
November 2016,Alberta,Educational services,Employment,154.60001
November 2016,Alberta,Educational services,Labour force,155.3
November 2016,Alberta,"Finance, insurance,",Employment,57
November 2016,Alberta,"Finance, insurance,",Labour force,61.700001
November 2016,Alberta,"Forestry, fishing,",Employment,2.9000001
November 2016,Alberta,"Forestry, fishing,",Labour force,3.4000001
November 2016,Alberta,Health care and social assistance,Employment,263.79999
November 2016,Alberta,Health care and social assistance,Labour force,265.79999
November 2016,Alberta,Information and Communication Technologies,Employment,67.5
November 2016,Alberta,Information and Communication Technologies,Labour force,69.099998
November 2016,Alberta,"Information, culture and recreation",Employment,65.900002
November 2016,Alberta,"Information, culture and recreation",Labour force,74
November 2016,Alberta,Manufacturing,Employment,114.2
November 2016,Alberta,Manufacturing,Labour force,121.5
November 2016,Alberta,"Mining, quarrying, oil and gas",Employment,132.10001
November 2016,Alberta,"Mining, quarrying, oil and gas",Labour force,144.89999
November 2016,Alberta,Other services,Employment,118.1
November 2016,Alberta,Other services,Labour force,125.6
November 2016,Alberta,"Professional, scientific and technical services",Employment,170.89999
November 2016,Alberta,"Professional, scientific and technical services",Labour force,180.7
November 2016,Alberta,Public administration,Employment,93.5
November 2016,Alberta,Public administration,Labour force,98.800003
November 2016,Alberta,Real estate and leasing,Employment,37.900002
November 2016,Alberta,Real estate and leasing,Labour force,40.099998
November 2016,Alberta,"Total, all industries",Employment,2190.8
November 2016,Alberta,"Total, all industries",Labour force,2393.3999
November 2016,Alberta,Trade,Employment,335.60001
November 2016,Alberta,Trade,Labour force,355.39999
November 2016,Alberta,Transportation and warehousing,Employment,124.9
November 2016,Alberta,Transportation and warehousing,Labour force,131.7
November 2016,Alberta,Utilities,Employment,18
November 2016,Alberta,Utilities,Labour force,18.700001
November 2016,British Columbia,Accommodation and food services,Employment,180.60001
November 2016,British Columbia,Accommodation and food services,Labour force,197.5
November 2016,British Columbia,Agriculture,Employment,22.6
November 2016,British Columbia,Agriculture,Labour force,27.4
November 2016,British Columbia,"Business, building and other support services",Employment,106.1
November 2016,British Columbia,"Business, building and other support services",Labour force,109.1
November 2016,British Columbia,Construction,Employment,225.8
November 2016,British Columbia,Construction,Labour force,238.3
November 2016,British Columbia,Digital Economy,Employment,224.5
November 2016,British Columbia,Digital Economy,Labour force,231.2
November 2016,British Columbia,Educational services,Employment,173.7
November 2016,British Columbia,Educational services,Labour force,179.10001
November 2016,British Columbia,"Finance, insurance,",Employment,103.4
November 2016,British Columbia,"Finance, insurance,",Labour force,104.2
November 2016,British Columbia,"Forestry, fishing,",Employment,21.700001
November 2016,British Columbia,"Forestry, fishing,",Labour force,24.299999
November 2016,British Columbia,Health care and social assistance,Employment,301.10001
November 2016,British Columbia,Health care and social assistance,Labour force,309.79999
November 2016,British Columbia,Information and Communication Technologies,Employment,127
November 2016,British Columbia,Information and Communication Technologies,Labour force,130.8
November 2016,British Columbia,"Information, culture and recreation",Employment,132.5
November 2016,British Columbia,"Information, culture and recreation",Labour force,137.10001
November 2016,British Columbia,Manufacturing,Employment,178
November 2016,British Columbia,Manufacturing,Labour force,188.8
November 2016,British Columbia,"Mining, quarrying, oil and gas",Employment,32.799999
November 2016,British Columbia,"Mining, quarrying, oil and gas",Labour force,33.799999
November 2016,British Columbia,Other services,Employment,109.2
November 2016,British Columbia,Other services,Labour force,114.5
November 2016,British Columbia,"Professional, scientific and technical services",Employment,196
November 2016,British Columbia,"Professional, scientific and technical services",Labour force,202.2
November 2016,British Columbia,Public administration,Employment,109.1
November 2016,British Columbia,Public administration,Labour force,111
November 2016,British Columbia,Real estate and leasing,Employment,43.900002
November 2016,British Columbia,Real estate and leasing,Labour force,46.400002
November 2016,British Columbia,"Total, all industries",Employment,2473
November 2016,British Columbia,"Total, all industries",Labour force,2630.3
November 2016,British Columbia,Trade,Employment,381.79999
November 2016,British Columbia,Trade,Labour force,397.60001
November 2016,British Columbia,Transportation and warehousing,Employment,140.10001
November 2016,British Columbia,Transportation and warehousing,Labour force,142.7
November 2016,British Columbia,Utilities,Employment,14.6
November 2016,British Columbia,Utilities,Labour force,14.6
November 2016,Canada,Accommodation and food services,Employment,1175.9
November 2016,Canada,Accommodation and food services,Labour force,1258.4
November 2016,Canada,Agriculture,Employment,284.70001
November 2016,Canada,Agriculture,Labour force,298.79999
November 2016,Canada,"Business, building and other support services",Employment,746.40002
November 2016,Canada,"Business, building and other support services",Labour force,803.09998
November 2016,Canada,Construction,Employment,1415.9
November 2016,Canada,Construction,Labour force,1522.8
November 2016,Canada,Digital Economy,Employment,1649.1001
November 2016,Canada,Digital Economy,Labour force,1705.1
November 2016,Canada,Educational services,Employment,1313.4
November 2016,Canada,Educational services,Labour force,1338.7
November 2016,Canada,"Finance, insurance,",Employment,811.79999
November 2016,Canada,"Finance, insurance,",Labour force,828.5
November 2016,Canada,"Forestry, fishing,",Employment,61.5
November 2016,Canada,"Forestry, fishing,",Labour force,77.400002
November 2016,Canada,Health care and social assistance,Employment,2317.5
November 2016,Canada,Health care and social assistance,Labour force,2357.3
November 2016,Canada,Information and Communication Technologies,Employment,847.09998
November 2016,Canada,Information and Communication Technologies,Labour force,876.29999
November 2016,Canada,"Information, culture and recreation",Employment,756.59998
November 2016,Canada,"Information, culture and recreation",Labour force,795.90002
November 2016,Canada,Manufacturing,Employment,1686.8
November 2016,Canada,Manufacturing,Labour force,1774.5
November 2016,Canada,"Mining, quarrying, oil and gas",Employment,260.29999
November 2016,Canada,"Mining, quarrying, oil and gas",Labour force,279.70001
November 2016,Canada,Other services,Employment,788
November 2016,Canada,Other services,Labour force,817.70001
November 2016,Canada,"Professional, scientific and technical services",Employment,1349.3
November 2016,Canada,"Professional, scientific and technical services",Labour force,1389.2
November 2016,Canada,Public administration,Employment,939.59998
November 2016,Canada,Public administration,Labour force,966.09998
November 2016,Canada,Real estate and leasing,Employment,319.20001
November 2016,Canada,Real estate and leasing,Labour force,327.89999
November 2016,Canada,"Total, all industries",Employment,18019.699
November 2016,Canada,"Total, all industries",Labour force,19244.699
November 2016,Canada,Trade,Employment,2752.3
November 2016,Canada,Trade,Labour force,2863.6001
November 2016,Canada,Transportation and warehousing,Employment,905.79999
November 2016,Canada,Transportation and warehousing,Labour force,936.40002
November 2016,Canada,Utilities,Employment,134.7
November 2016,Canada,Utilities,Labour force,137.5
November 2016,Manitoba,Accommodation and food services,Employment,39.200001
November 2016,Manitoba,Accommodation and food services,Labour force,41.299999
November 2016,Manitoba,Agriculture,Employment,24.6
November 2016,Manitoba,Agriculture,Labour force,25.200001
November 2016,Manitoba,"Business, building and other support services",Employment,19
November 2016,Manitoba,"Business, building and other support services",Labour force,20.1
November 2016,Manitoba,Construction,Employment,48.900002
November 2016,Manitoba,Construction,Labour force,52.799999
November 2016,Manitoba,Digital Economy,Employment,40.200001
November 2016,Manitoba,Digital Economy,Labour force,41.299999
November 2016,Manitoba,Educational services,Employment,50.599998
November 2016,Manitoba,Educational services,Labour force,51.299999
November 2016,Manitoba,"Finance, insurance,",Employment,26.700001
November 2016,Manitoba,"Finance, insurance,",Labour force,27.4
November 2016,Manitoba,"Forestry, fishing,",Employment,.80000001
November 2016,Manitoba,"Forestry, fishing,",Labour force,1.1
November 2016,Manitoba,Health care and social assistance,Employment,98.5
November 2016,Manitoba,Health care and social assistance,Labour force,100.8
November 2016,Manitoba,Information and Communication Technologies,Employment,14.2
November 2016,Manitoba,Information and Communication Technologies,Labour force,14.4
November 2016,Manitoba,"Information, culture and recreation",Employment,21.5
November 2016,Manitoba,"Information, culture and recreation",Labour force,22.200001
November 2016,Manitoba,Manufacturing,Employment,63.799999
November 2016,Manitoba,Manufacturing,Labour force,66.400002
November 2016,Manitoba,"Mining, quarrying, oil and gas",Employment,6.0999999
November 2016,Manitoba,"Mining, quarrying, oil and gas",Labour force,6.4000001
November 2016,Manitoba,Other services,Employment,27.700001
November 2016,Manitoba,Other services,Labour force,28.299999
November 2016,Manitoba,"Professional, scientific and technical services",Employment,27.6
November 2016,Manitoba,"Professional, scientific and technical services",Labour force,28.1
November 2016,Manitoba,Public administration,Employment,32.700001
November 2016,Manitoba,Public administration,Labour force,33.700001
November 2016,Manitoba,Real estate and leasing,Employment,9.3000002
November 2016,Manitoba,Real estate and leasing,Labour force,9.3000002
November 2016,Manitoba,"Total, all industries",Employment,630.79999
November 2016,Manitoba,"Total, all industries",Labour force,668.29999
November 2016,Manitoba,Trade,Employment,88.400002
November 2016,Manitoba,Trade,Labour force,91.699997
November 2016,Manitoba,Transportation and warehousing,Employment,35.700001
November 2016,Manitoba,Transportation and warehousing,Labour force,36.5
November 2016,Manitoba,Utilities,Employment,9.8000002
November 2016,Manitoba,Utilities,Labour force,9.8000002
November 2016,New Brunswick,Accommodation and food services,Employment,22.6
November 2016,New Brunswick,Accommodation and food services,Labour force,23.700001
November 2016,New Brunswick,Agriculture,Employment,5.3000002
November 2016,New Brunswick,Agriculture,Labour force,5.9000001
November 2016,New Brunswick,"Business, building and other support services",Employment,13.8
November 2016,New Brunswick,"Business, building and other support services",Labour force,15.4
November 2016,New Brunswick,Construction,Employment,25.1
November 2016,New Brunswick,Construction,Labour force,29.700001
November 2016,New Brunswick,Digital Economy,Employment,20.5
November 2016,New Brunswick,Digital Economy,Labour force,21.299999
November 2016,New Brunswick,Educational services,Employment,26.4
November 2016,New Brunswick,Educational services,Labour force,27
November 2016,New Brunswick,"Finance, insurance,",Employment,13.7
November 2016,New Brunswick,"Finance, insurance,",Labour force,13.9
November 2016,New Brunswick,"Forestry, fishing,",Employment,4.8000002
November 2016,New Brunswick,"Forestry, fishing,",Labour force,7.5
November 2016,New Brunswick,Health care and social assistance,Employment,55.099998
November 2016,New Brunswick,Health care and social assistance,Labour force,56
November 2016,New Brunswick,Information and Communication Technologies,Employment,9.1000004
November 2016,New Brunswick,Information and Communication Technologies,Labour force,9.1999998
November 2016,New Brunswick,"Information, culture and recreation",Employment,11.8
November 2016,New Brunswick,"Information, culture and recreation",Labour force,13.4
November 2016,New Brunswick,Manufacturing,Employment,31.4
November 2016,New Brunswick,Manufacturing,Labour force,34.900002
November 2016,New Brunswick,"Mining, quarrying, oil and gas",Employment,3.9000001
November 2016,New Brunswick,"Mining, quarrying, oil and gas",Labour force,4.5
November 2016,New Brunswick,Other services,Employment,17.299999
November 2016,New Brunswick,Other services,Labour force,17.799999
November 2016,New Brunswick,"Professional, scientific and technical services",Employment,15.1
November 2016,New Brunswick,"Professional, scientific and technical services",Labour force,15.4
November 2016,New Brunswick,Public administration,Employment,23.9
November 2016,New Brunswick,Public administration,Labour force,25.299999
November 2016,New Brunswick,Real estate and leasing,Employment,4.4000001
November 2016,New Brunswick,Real estate and leasing,Labour force,4.5999999
November 2016,New Brunswick,"Total, all industries",Employment,356.79999
November 2016,New Brunswick,"Total, all industries",Labour force,388.29999
November 2016,New Brunswick,Trade,Employment,60.599998
November 2016,New Brunswick,Trade,Labour force,62.599998
November 2016,New Brunswick,Transportation and warehousing,Employment,17.5
November 2016,New Brunswick,Transportation and warehousing,Labour force,18.1
November 2016,New Brunswick,Utilities,Employment,4.0999999
November 2016,New Brunswick,Utilities,Labour force,4.1999998
November 2016,Newfoundland and Labrador,Accommodation and food services,Employment,14.7
November 2016,Newfoundland and Labrador,Accommodation and food services,Labour force,17.4
November 2016,Newfoundland and Labrador,Agriculture,Employment,2.2
November 2016,Newfoundland and Labrador,Agriculture,Labour force,2.5
November 2016,Newfoundland and Labrador,"Business, building and other support services",Employment,6.4000001
November 2016,Newfoundland and Labrador,"Business, building and other support services",Labour force,7.3000002
November 2016,Newfoundland and Labrador,Construction,Employment,23.700001
November 2016,Newfoundland and Labrador,Construction,Labour force,31.799999
November 2016,Newfoundland and Labrador,Digital Economy,Employment,14.1
November 2016,Newfoundland and Labrador,Digital Economy,Labour force,15.200001
November 2016,Newfoundland and Labrador,Educational services,Employment,15.7
November 2016,Newfoundland and Labrador,Educational services,Labour force,16.200001
November 2016,Newfoundland and Labrador,"Finance, insurance,",Employment,5
November 2016,Newfoundland and Labrador,"Finance, insurance,",Labour force,5.4000001
November 2016,Newfoundland and Labrador,"Forestry, fishing,",Employment,3.4000001
November 2016,Newfoundland and Labrador,"Forestry, fishing,",Labour force,4.5999999
November 2016,Newfoundland and Labrador,Health care and social assistance,Employment,38.5
November 2016,Newfoundland and Labrador,Health care and social assistance,Labour force,40.299999
November 2016,Newfoundland and Labrador,Information and Communication Technologies,Employment,4.5
November 2016,Newfoundland and Labrador,Information and Communication Technologies,Labour force,4.6999998
November 2016,Newfoundland and Labrador,"Information, culture and recreation",Employment,7.3000002
November 2016,Newfoundland and Labrador,"Information, culture and recreation",Labour force,7.9000001
November 2016,Newfoundland and Labrador,Manufacturing,Employment,7.5999999
November 2016,Newfoundland and Labrador,Manufacturing,Labour force,11.1
November 2016,Newfoundland and Labrador,"Mining, quarrying, oil and gas",Employment,9.3999996
November 2016,Newfoundland and Labrador,"Mining, quarrying, oil and gas",Labour force,10.8
November 2016,Newfoundland and Labrador,Other services,Employment,11.7
November 2016,Newfoundland and Labrador,Other services,Labour force,13.3
November 2016,Newfoundland and Labrador,"Professional, scientific and technical services",Employment,10.5
November 2016,Newfoundland and Labrador,"Professional, scientific and technical services",Labour force,11.6
November 2016,Newfoundland and Labrador,Public administration,Employment,14.5
November 2016,Newfoundland and Labrador,Public administration,Labour force,15.4
November 2016,Newfoundland and Labrador,Real estate and leasing,Employment,2.0999999
November 2016,Newfoundland and Labrador,Real estate and leasing,Labour force,2.2
November 2016,Newfoundland and Labrador,"Total, all industries",Employment,226.3
November 2016,Newfoundland and Labrador,"Total, all industries",Labour force,267.20001
November 2016,Newfoundland and Labrador,Trade,Employment,40.200001
November 2016,Newfoundland and Labrador,Trade,Labour force,43.799999
November 2016,Newfoundland and Labrador,Transportation and warehousing,Employment,10.2
November 2016,Newfoundland and Labrador,Transportation and warehousing,Labour force,11.1
November 2016,Newfoundland and Labrador,Utilities,Employment,3
November 2016,Newfoundland and Labrador,Utilities,Labour force,3
November 2016,Nova Scotia,Accommodation and food services,Employment,27.1
November 2016,Nova Scotia,Accommodation and food services,Labour force,31.1
November 2016,Nova Scotia,Agriculture,Employment,5.3000002
November 2016,Nova Scotia,Agriculture,Labour force,5.8000002
November 2016,Nova Scotia,"Business, building and other support services",Employment,16.700001
November 2016,Nova Scotia,"Business, building and other support services",Labour force,19.799999
November 2016,Nova Scotia,Construction,Employment,36
November 2016,Nova Scotia,Construction,Labour force,41
November 2016,Nova Scotia,Digital Economy,Employment,31.700001
November 2016,Nova Scotia,Digital Economy,Labour force,32.900002
November 2016,Nova Scotia,Educational services,Employment,36.700001
November 2016,Nova Scotia,Educational services,Labour force,37
November 2016,Nova Scotia,"Finance, insurance,",Employment,15.1
November 2016,Nova Scotia,"Finance, insurance,",Labour force,15.3
November 2016,Nova Scotia,"Forestry, fishing,",Employment,7
November 2016,Nova Scotia,"Forestry, fishing,",Labour force,9.3000002
November 2016,Nova Scotia,Health care and social assistance,Employment,73.199997
