date,geography,occupation,characteristics,estimate
August 2016,Saskatchewan,7242 Industrial electricians,Labour force,.69999999
August 2016,Saskatchewan,7243 Power system electricians,Employment,0
August 2016,Saskatchewan,7243 Power system electricians,Labour force,0
August 2016,Saskatchewan,7244 Electrical power line and cable workers,Employment,.60000002
August 2016,Saskatchewan,7244 Electrical power line and cable workers,Labour force,.60000002
August 2016,Saskatchewan,7245 Telecommunications line and cable workers,Employment,0
August 2016,Saskatchewan,7245 Telecommunications line and cable workers,Labour force,0
August 2016,Saskatchewan,7246 Telecommunications installation and repair workers,Employment,.5
August 2016,Saskatchewan,7246 Telecommunications installation and repair workers,Labour force,.5
August 2016,Saskatchewan,7247 Cable television service and maintenance technicians,Employment,0
August 2016,Saskatchewan,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,Alberta,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Alberta,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Alberta,0211 Engineering managers,Employment,4
July 2016,Alberta,0211 Engineering managers,Labour force,4.8000002
July 2016,Alberta,0213 Computer and information systems managers,Employment,7.5
July 2016,Alberta,0213 Computer and information systems managers,Labour force,7.5
July 2016,Alberta,0601 Corporate sales managers,Employment,4.8000002
July 2016,Alberta,0601 Corporate sales managers,Labour force,4.8000002
July 2016,Alberta,"1123 Professional occupations in advertising, marketing and public relations",Employment,11
July 2016,Alberta,"1123 Professional occupations in advertising, marketing and public relations",Labour force,11.7
July 2016,Alberta,1253 Records management technicians,Employment,0
July 2016,Alberta,1253 Records management technicians,Labour force,0
July 2016,Alberta,2133 Electrical and electronics engineers,Employment,4.8000002
July 2016,Alberta,2133 Electrical and electronics engineers,Labour force,4.8000002
July 2016,Alberta,2147 Computer engineers (except software engineers and designers),Employment,0
July 2016,Alberta,2147 Computer engineers (except software engineers and designers),Labour force,0
July 2016,Alberta,"2148 Other professional engineers, n.e.c.",Employment,3.3
July 2016,Alberta,"2148 Other professional engineers, n.e.c.",Labour force,3.9000001
July 2016,Alberta,"2161 Mathematicians, statisticians and actuaries",Employment,
July 2016,Alberta,"2161 Mathematicians, statisticians and actuaries",Labour force,
July 2016,Alberta,2171 Information systems analysts and consultants,Employment,20.299999
July 2016,Alberta,2171 Information systems analysts and consultants,Labour force,21.4
July 2016,Alberta,2172 Database analysts and data administrators,Employment,3.5
July 2016,Alberta,2172 Database analysts and data administrators,Labour force,3.5
July 2016,Alberta,2173 Software engineers and designers,Employment,4.5999999
July 2016,Alberta,2173 Software engineers and designers,Labour force,4.5999999
July 2016,Alberta,2174 Computer programmers and interactive media developers,Employment,12.1
July 2016,Alberta,2174 Computer programmers and interactive media developers,Labour force,12.7
July 2016,Alberta,2175 Web designers and developers,Employment,3.9000001
July 2016,Alberta,2175 Web designers and developers,Labour force,3.9000001
July 2016,Alberta,2241 Electrical and electronics engineering technologists and technicians,Employment,2.7
July 2016,Alberta,2241 Electrical and electronics engineering technologists and technicians,Labour force,2.9000001
July 2016,Alberta,2281 Computer network technicians,Employment,2.7
July 2016,Alberta,2281 Computer network technicians,Labour force,3.5
July 2016,Alberta,2282 User support technicians,Employment,6.8000002
July 2016,Alberta,2282 User support technicians,Labour force,6.9000001
July 2016,Alberta,2283 Information systems testing technicians,Employment,0
July 2016,Alberta,2283 Information systems testing technicians,Labour force,0
July 2016,Alberta,4163 Business development officers and marketing researchers and consultants,Employment,5.4000001
July 2016,Alberta,4163 Business development officers and marketing researchers and consultants,Labour force,5.4000001
July 2016,Alberta,5223 Graphic arts technicians,Employment,
July 2016,Alberta,5223 Graphic arts technicians,Labour force,
July 2016,Alberta,5224 Broadcast technicians,Employment,
July 2016,Alberta,5224 Broadcast technicians,Labour force,
July 2016,Alberta,5241 Graphic designers and illustrators,Employment,5.5999999
July 2016,Alberta,5241 Graphic designers and illustrators,Labour force,5.5999999
July 2016,Alberta,7241 Electricians (except industrial and power system),Employment,22.1
July 2016,Alberta,7241 Electricians (except industrial and power system),Labour force,26
July 2016,Alberta,7242 Industrial electricians,Employment,4.1999998
July 2016,Alberta,7242 Industrial electricians,Labour force,4.9000001
July 2016,Alberta,7243 Power system electricians,Employment,
July 2016,Alberta,7243 Power system electricians,Labour force,
July 2016,Alberta,7244 Electrical power line and cable workers,Employment,1.7
July 2016,Alberta,7244 Electrical power line and cable workers,Labour force,1.7
July 2016,Alberta,7245 Telecommunications line and cable workers,Employment,0
July 2016,Alberta,7245 Telecommunications line and cable workers,Labour force,0
July 2016,Alberta,7246 Telecommunications installation and repair workers,Employment,5
July 2016,Alberta,7246 Telecommunications installation and repair workers,Labour force,5
July 2016,Alberta,7247 Cable television service and maintenance technicians,Employment,0
July 2016,Alberta,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,British Columbia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,British Columbia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,British Columbia,0211 Engineering managers,Employment,2.4000001
July 2016,British Columbia,0211 Engineering managers,Labour force,2.4000001
July 2016,British Columbia,0213 Computer and information systems managers,Employment,6.9000001
July 2016,British Columbia,0213 Computer and information systems managers,Labour force,6.9000001
July 2016,British Columbia,0601 Corporate sales managers,Employment,0
July 2016,British Columbia,0601 Corporate sales managers,Labour force,0
July 2016,British Columbia,"1123 Professional occupations in advertising, marketing and public relations",Employment,13.6
July 2016,British Columbia,"1123 Professional occupations in advertising, marketing and public relations",Labour force,15.3
July 2016,British Columbia,1253 Records management technicians,Employment,0
July 2016,British Columbia,1253 Records management technicians,Labour force,0
July 2016,British Columbia,2133 Electrical and electronics engineers,Employment,3.2
July 2016,British Columbia,2133 Electrical and electronics engineers,Labour force,3.2
July 2016,British Columbia,2147 Computer engineers (except software engineers and designers),Employment,0
July 2016,British Columbia,2147 Computer engineers (except software engineers and designers),Labour force,1.8
July 2016,British Columbia,"2148 Other professional engineers, n.e.c.",Employment,5.5
July 2016,British Columbia,"2148 Other professional engineers, n.e.c.",Labour force,5.5
July 2016,British Columbia,"2161 Mathematicians, statisticians and actuaries",Employment,0
July 2016,British Columbia,"2161 Mathematicians, statisticians and actuaries",Labour force,0
July 2016,British Columbia,2171 Information systems analysts and consultants,Employment,16.200001
July 2016,British Columbia,2171 Information systems analysts and consultants,Labour force,16.299999
July 2016,British Columbia,2172 Database analysts and data administrators,Employment,4.5999999
July 2016,British Columbia,2172 Database analysts and data administrators,Labour force,4.5999999
July 2016,British Columbia,2173 Software engineers and designers,Employment,9
July 2016,British Columbia,2173 Software engineers and designers,Labour force,9
July 2016,British Columbia,2174 Computer programmers and interactive media developers,Employment,20.299999
July 2016,British Columbia,2174 Computer programmers and interactive media developers,Labour force,20.700001
July 2016,British Columbia,2175 Web designers and developers,Employment,5.9000001
July 2016,British Columbia,2175 Web designers and developers,Labour force,5.9000001
July 2016,British Columbia,2241 Electrical and electronics engineering technologists and technicians,Employment,3.9000001
July 2016,British Columbia,2241 Electrical and electronics engineering technologists and technicians,Labour force,3.9000001
July 2016,British Columbia,2281 Computer network technicians,Employment,4.5999999
July 2016,British Columbia,2281 Computer network technicians,Labour force,4.5999999
July 2016,British Columbia,2282 User support technicians,Employment,11.1
July 2016,British Columbia,2282 User support technicians,Labour force,11.1
July 2016,British Columbia,2283 Information systems testing technicians,Employment,0
July 2016,British Columbia,2283 Information systems testing technicians,Labour force,2.3
July 2016,British Columbia,4163 Business development officers and marketing researchers and consultants,Employment,6.0999999
July 2016,British Columbia,4163 Business development officers and marketing researchers and consultants,Labour force,6.1999998
July 2016,British Columbia,5223 Graphic arts technicians,Employment,3.5999999
July 2016,British Columbia,5223 Graphic arts technicians,Labour force,3.5999999
July 2016,British Columbia,5224 Broadcast technicians,Employment,
July 2016,British Columbia,5224 Broadcast technicians,Labour force,
July 2016,British Columbia,5241 Graphic designers and illustrators,Employment,12.1
July 2016,British Columbia,5241 Graphic designers and illustrators,Labour force,12.8
July 2016,British Columbia,7241 Electricians (except industrial and power system),Employment,8.8000002
July 2016,British Columbia,7241 Electricians (except industrial and power system),Labour force,10.3
July 2016,British Columbia,7242 Industrial electricians,Employment,3.0999999
July 2016,British Columbia,7242 Industrial electricians,Labour force,3.3
July 2016,British Columbia,7243 Power system electricians,Employment,0
July 2016,British Columbia,7243 Power system electricians,Labour force,0
July 2016,British Columbia,7244 Electrical power line and cable workers,Employment,3.0999999
July 2016,British Columbia,7244 Electrical power line and cable workers,Labour force,3.0999999
July 2016,British Columbia,7245 Telecommunications line and cable workers,Employment,0
July 2016,British Columbia,7245 Telecommunications line and cable workers,Labour force,0
July 2016,British Columbia,7246 Telecommunications installation and repair workers,Employment,4.3000002
July 2016,British Columbia,7246 Telecommunications installation and repair workers,Labour force,4.3000002
July 2016,British Columbia,7247 Cable television service and maintenance technicians,Employment,0
July 2016,British Columbia,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,Canada,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Canada,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Canada,0211 Engineering managers,Employment,20.799999
July 2016,Canada,0211 Engineering managers,Labour force,21.799999
July 2016,Canada,0213 Computer and information systems managers,Employment,69.5
July 2016,Canada,0213 Computer and information systems managers,Labour force,72
July 2016,Canada,0601 Corporate sales managers,Employment,23.200001
July 2016,Canada,0601 Corporate sales managers,Labour force,23.200001
July 2016,Canada,"1123 Professional occupations in advertising, marketing and public relations",Employment,97
July 2016,Canada,"1123 Professional occupations in advertising, marketing and public relations",Labour force,106.2
July 2016,Canada,1253 Records management technicians,Employment,3.2
July 2016,Canada,1253 Records management technicians,Labour force,3.2
July 2016,Canada,2133 Electrical and electronics engineers,Employment,34
July 2016,Canada,2133 Electrical and electronics engineers,Labour force,34.799999
July 2016,Canada,2147 Computer engineers (except software engineers and designers),Employment,24.4
July 2016,Canada,2147 Computer engineers (except software engineers and designers),Labour force,25.200001
July 2016,Canada,"2148 Other professional engineers, n.e.c.",Employment,28.5
July 2016,Canada,"2148 Other professional engineers, n.e.c.",Labour force,29.4
July 2016,Canada,"2161 Mathematicians, statisticians and actuaries",Employment,13.8
July 2016,Canada,"2161 Mathematicians, statisticians and actuaries",Labour force,13.8
July 2016,Canada,2171 Information systems analysts and consultants,Employment,191.2
July 2016,Canada,2171 Information systems analysts and consultants,Labour force,197.10001
July 2016,Canada,2172 Database analysts and data administrators,Employment,37.200001
July 2016,Canada,2172 Database analysts and data administrators,Labour force,37.599998
July 2016,Canada,2173 Software engineers and designers,Employment,50
July 2016,Canada,2173 Software engineers and designers,Labour force,50
July 2016,Canada,2174 Computer programmers and interactive media developers,Employment,153.60001
July 2016,Canada,2174 Computer programmers and interactive media developers,Labour force,157
July 2016,Canada,2175 Web designers and developers,Employment,32.200001
July 2016,Canada,2175 Web designers and developers,Labour force,32.299999
July 2016,Canada,2241 Electrical and electronics engineering technologists and technicians,Employment,31.5
July 2016,Canada,2241 Electrical and electronics engineering technologists and technicians,Labour force,32.099998
July 2016,Canada,2281 Computer network technicians,Employment,47.700001
July 2016,Canada,2281 Computer network technicians,Labour force,49.5
July 2016,Canada,2282 User support technicians,Employment,90.300003
July 2016,Canada,2282 User support technicians,Labour force,93.199997
July 2016,Canada,2283 Information systems testing technicians,Employment,9.1000004
July 2016,Canada,2283 Information systems testing technicians,Labour force,10.3
July 2016,Canada,4163 Business development officers and marketing researchers and consultants,Employment,63.700001
July 2016,Canada,4163 Business development officers and marketing researchers and consultants,Labour force,66.900002
July 2016,Canada,5223 Graphic arts technicians,Employment,7.5
July 2016,Canada,5223 Graphic arts technicians,Labour force,7.5
July 2016,Canada,5224 Broadcast technicians,Employment,0
July 2016,Canada,5224 Broadcast technicians,Labour force,0
July 2016,Canada,5241 Graphic designers and illustrators,Employment,85.099998
July 2016,Canada,5241 Graphic designers and illustrators,Labour force,86
July 2016,Canada,7241 Electricians (except industrial and power system),Employment,93.300003
July 2016,Canada,7241 Electricians (except industrial and power system),Labour force,103.9
July 2016,Canada,7242 Industrial electricians,Employment,26.5
July 2016,Canada,7242 Industrial electricians,Labour force,28.700001
July 2016,Canada,7243 Power system electricians,Employment,2.7
July 2016,Canada,7243 Power system electricians,Labour force,2.7
July 2016,Canada,7244 Electrical power line and cable workers,Employment,14.3
July 2016,Canada,7244 Electrical power line and cable workers,Labour force,14.9
July 2016,Canada,7245 Telecommunications line and cable workers,Employment,7
July 2016,Canada,7245 Telecommunications line and cable workers,Labour force,7.3000002
July 2016,Canada,7246 Telecommunications installation and repair workers,Employment,32
July 2016,Canada,7246 Telecommunications installation and repair workers,Labour force,32.200001
July 2016,Canada,7247 Cable television service and maintenance technicians,Employment,6.9000001
July 2016,Canada,7247 Cable television service and maintenance technicians,Labour force,6.9000001
July 2016,Manitoba,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Manitoba,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Manitoba,0211 Engineering managers,Employment,0
July 2016,Manitoba,0211 Engineering managers,Labour force,0
July 2016,Manitoba,0213 Computer and information systems managers,Employment,.69999999
July 2016,Manitoba,0213 Computer and information systems managers,Labour force,.80000001
July 2016,Manitoba,0601 Corporate sales managers,Employment,0
July 2016,Manitoba,0601 Corporate sales managers,Labour force,0
July 2016,Manitoba,"1123 Professional occupations in advertising, marketing and public relations",Employment,3
July 2016,Manitoba,"1123 Professional occupations in advertising, marketing and public relations",Labour force,3.2
July 2016,Manitoba,1253 Records management technicians,Employment,0
July 2016,Manitoba,1253 Records management technicians,Labour force,0
July 2016,Manitoba,2133 Electrical and electronics engineers,Employment,.69999999
July 2016,Manitoba,2133 Electrical and electronics engineers,Labour force,.69999999
July 2016,Manitoba,2147 Computer engineers (except software engineers and designers),Employment,
July 2016,Manitoba,2147 Computer engineers (except software engineers and designers),Labour force,
July 2016,Manitoba,"2148 Other professional engineers, n.e.c.",Employment,.80000001
July 2016,Manitoba,"2148 Other professional engineers, n.e.c.",Labour force,.80000001
July 2016,Manitoba,"2161 Mathematicians, statisticians and actuaries",Employment,.60000002
July 2016,Manitoba,"2161 Mathematicians, statisticians and actuaries",Labour force,.60000002
July 2016,Manitoba,2171 Information systems analysts and consultants,Employment,3.5
July 2016,Manitoba,2171 Information systems analysts and consultants,Labour force,3.5
July 2016,Manitoba,2172 Database analysts and data administrators,Employment,0
July 2016,Manitoba,2172 Database analysts and data administrators,Labour force,0
July 2016,Manitoba,2173 Software engineers and designers,Employment,.80000001
July 2016,Manitoba,2173 Software engineers and designers,Labour force,.80000001
July 2016,Manitoba,2174 Computer programmers and interactive media developers,Employment,3.0999999
July 2016,Manitoba,2174 Computer programmers and interactive media developers,Labour force,3.3
July 2016,Manitoba,2175 Web designers and developers,Employment,1.1
July 2016,Manitoba,2175 Web designers and developers,Labour force,1.1
July 2016,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Employment,.5
July 2016,Manitoba,2241 Electrical and electronics engineering technologists and technicians,Labour force,.60000002
July 2016,Manitoba,2281 Computer network technicians,Employment,1.7
July 2016,Manitoba,2281 Computer network technicians,Labour force,1.9
July 2016,Manitoba,2282 User support technicians,Employment,3.0999999
July 2016,Manitoba,2282 User support technicians,Labour force,3.2
July 2016,Manitoba,2283 Information systems testing technicians,Employment,0
July 2016,Manitoba,2283 Information systems testing technicians,Labour force,0
July 2016,Manitoba,4163 Business development officers and marketing researchers and consultants,Employment,.89999998
July 2016,Manitoba,4163 Business development officers and marketing researchers and consultants,Labour force,.89999998
July 2016,Manitoba,5223 Graphic arts technicians,Employment,
July 2016,Manitoba,5223 Graphic arts technicians,Labour force,
July 2016,Manitoba,5224 Broadcast technicians,Employment,0
July 2016,Manitoba,5224 Broadcast technicians,Labour force,0
July 2016,Manitoba,5241 Graphic designers and illustrators,Employment,1.9
July 2016,Manitoba,5241 Graphic designers and illustrators,Labour force,2
July 2016,Manitoba,7241 Electricians (except industrial and power system),Employment,4
July 2016,Manitoba,7241 Electricians (except industrial and power system),Labour force,4.5
July 2016,Manitoba,7242 Industrial electricians,Employment,1.5
July 2016,Manitoba,7242 Industrial electricians,Labour force,1.5
July 2016,Manitoba,7243 Power system electricians,Employment,.60000002
July 2016,Manitoba,7243 Power system electricians,Labour force,.60000002
July 2016,Manitoba,7244 Electrical power line and cable workers,Employment,1.1
July 2016,Manitoba,7244 Electrical power line and cable workers,Labour force,1.2
July 2016,Manitoba,7245 Telecommunications line and cable workers,Employment,0
July 2016,Manitoba,7245 Telecommunications line and cable workers,Labour force,0
July 2016,Manitoba,7246 Telecommunications installation and repair workers,Employment,.89999998
July 2016,Manitoba,7246 Telecommunications installation and repair workers,Labour force,1
July 2016,Manitoba,7247 Cable television service and maintenance technicians,Employment,0
July 2016,Manitoba,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,New Brunswick,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,New Brunswick,0211 Engineering managers,Employment,0
July 2016,New Brunswick,0211 Engineering managers,Labour force,0
July 2016,New Brunswick,0213 Computer and information systems managers,Employment,1
July 2016,New Brunswick,0213 Computer and information systems managers,Labour force,1
July 2016,New Brunswick,0601 Corporate sales managers,Employment,0
July 2016,New Brunswick,0601 Corporate sales managers,Labour force,0
July 2016,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Employment,1.2
July 2016,New Brunswick,"1123 Professional occupations in advertising, marketing and public relations",Labour force,1.4
July 2016,New Brunswick,1253 Records management technicians,Employment,
July 2016,New Brunswick,1253 Records management technicians,Labour force,
July 2016,New Brunswick,2133 Electrical and electronics engineers,Employment,.80000001
July 2016,New Brunswick,2133 Electrical and electronics engineers,Labour force,.80000001
July 2016,New Brunswick,2147 Computer engineers (except software engineers and designers),Employment,.5
July 2016,New Brunswick,2147 Computer engineers (except software engineers and designers),Labour force,.5
July 2016,New Brunswick,"2148 Other professional engineers, n.e.c.",Employment,
July 2016,New Brunswick,"2148 Other professional engineers, n.e.c.",Labour force,
July 2016,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Employment,
July 2016,New Brunswick,"2161 Mathematicians, statisticians and actuaries",Labour force,
July 2016,New Brunswick,2171 Information systems analysts and consultants,Employment,1.5
July 2016,New Brunswick,2171 Information systems analysts and consultants,Labour force,1.8
July 2016,New Brunswick,2172 Database analysts and data administrators,Employment,0
July 2016,New Brunswick,2172 Database analysts and data administrators,Labour force,0
July 2016,New Brunswick,2173 Software engineers and designers,Employment,0
July 2016,New Brunswick,2173 Software engineers and designers,Labour force,0
July 2016,New Brunswick,2174 Computer programmers and interactive media developers,Employment,2.5
July 2016,New Brunswick,2174 Computer programmers and interactive media developers,Labour force,2.5
July 2016,New Brunswick,2175 Web designers and developers,Employment,.60000002
July 2016,New Brunswick,2175 Web designers and developers,Labour force,.60000002
July 2016,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Employment,0
July 2016,New Brunswick,2241 Electrical and electronics engineering technologists and technicians,Labour force,0
July 2016,New Brunswick,2281 Computer network technicians,Employment,1
July 2016,New Brunswick,2281 Computer network technicians,Labour force,1
July 2016,New Brunswick,2282 User support technicians,Employment,2.7
July 2016,New Brunswick,2282 User support technicians,Labour force,2.8
July 2016,New Brunswick,2283 Information systems testing technicians,Employment,0
July 2016,New Brunswick,2283 Information systems testing technicians,Labour force,0
July 2016,New Brunswick,4163 Business development officers and marketing researchers and consultants,Employment,0
July 2016,New Brunswick,4163 Business development officers and marketing researchers and consultants,Labour force,0
July 2016,New Brunswick,5223 Graphic arts technicians,Employment,
July 2016,New Brunswick,5223 Graphic arts technicians,Labour force,
July 2016,New Brunswick,5224 Broadcast technicians,Employment,
July 2016,New Brunswick,5224 Broadcast technicians,Labour force,0
July 2016,New Brunswick,5241 Graphic designers and illustrators,Employment,.5
July 2016,New Brunswick,5241 Graphic designers and illustrators,Labour force,.60000002
July 2016,New Brunswick,7241 Electricians (except industrial and power system),Employment,1.6
July 2016,New Brunswick,7241 Electricians (except industrial and power system),Labour force,1.8
July 2016,New Brunswick,7242 Industrial electricians,Employment,1.4
July 2016,New Brunswick,7242 Industrial electricians,Labour force,1.4
July 2016,New Brunswick,7243 Power system electricians,Employment,0
July 2016,New Brunswick,7243 Power system electricians,Labour force,0
July 2016,New Brunswick,7244 Electrical power line and cable workers,Employment,0
July 2016,New Brunswick,7244 Electrical power line and cable workers,Labour force,.69999999
July 2016,New Brunswick,7245 Telecommunications line and cable workers,Employment,0
July 2016,New Brunswick,7245 Telecommunications line and cable workers,Labour force,0
July 2016,New Brunswick,7246 Telecommunications installation and repair workers,Employment,.60000002
July 2016,New Brunswick,7246 Telecommunications installation and repair workers,Labour force,.60000002
July 2016,New Brunswick,7247 Cable television service and maintenance technicians,Employment,0
July 2016,New Brunswick,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,Newfoundland and Labrador,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Newfoundland and Labrador,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Newfoundland and Labrador,0211 Engineering managers,Employment,0
July 2016,Newfoundland and Labrador,0211 Engineering managers,Labour force,0
July 2016,Newfoundland and Labrador,0213 Computer and information systems managers,Employment,0
July 2016,Newfoundland and Labrador,0213 Computer and information systems managers,Labour force,0
July 2016,Newfoundland and Labrador,0601 Corporate sales managers,Employment,
July 2016,Newfoundland and Labrador,0601 Corporate sales managers,Labour force,
July 2016,Newfoundland and Labrador,"1123 Professional occupations in advertising, marketing and public relations",Employment,0
July 2016,Newfoundland and Labrador,"1123 Professional occupations in advertising, marketing and public relations",Labour force,0
July 2016,Newfoundland and Labrador,1253 Records management technicians,Employment,0
July 2016,Newfoundland and Labrador,1253 Records management technicians,Labour force,0
July 2016,Newfoundland and Labrador,2133 Electrical and electronics engineers,Employment,0
July 2016,Newfoundland and Labrador,2133 Electrical and electronics engineers,Labour force,0
July 2016,Newfoundland and Labrador,2147 Computer engineers (except software engineers and designers),Employment,
July 2016,Newfoundland and Labrador,2147 Computer engineers (except software engineers and designers),Labour force,
July 2016,Newfoundland and Labrador,"2148 Other professional engineers, n.e.c.",Employment,0
July 2016,Newfoundland and Labrador,"2148 Other professional engineers, n.e.c.",Labour force,0
July 2016,Newfoundland and Labrador,"2161 Mathematicians, statisticians and actuaries",Employment,0
July 2016,Newfoundland and Labrador,"2161 Mathematicians, statisticians and actuaries",Labour force,0
July 2016,Newfoundland and Labrador,2171 Information systems analysts and consultants,Employment,.89999998
July 2016,Newfoundland and Labrador,2171 Information systems analysts and consultants,Labour force,.89999998
July 2016,Newfoundland and Labrador,2172 Database analysts and data administrators,Employment,0
July 2016,Newfoundland and Labrador,2172 Database analysts and data administrators,Labour force,0
July 2016,Newfoundland and Labrador,2173 Software engineers and designers,Employment,0
July 2016,Newfoundland and Labrador,2173 Software engineers and designers,Labour force,0
July 2016,Newfoundland and Labrador,2174 Computer programmers and interactive media developers,Employment,.5
July 2016,Newfoundland and Labrador,2174 Computer programmers and interactive media developers,Labour force,.5
July 2016,Newfoundland and Labrador,2175 Web designers and developers,Employment,.60000002
July 2016,Newfoundland and Labrador,2175 Web designers and developers,Labour force,.60000002
July 2016,Newfoundland and Labrador,2241 Electrical and electronics engineering technologists and technicians,Employment,.5
July 2016,Newfoundland and Labrador,2241 Electrical and electronics engineering technologists and technicians,Labour force,.5
July 2016,Newfoundland and Labrador,2281 Computer network technicians,Employment,.5
July 2016,Newfoundland and Labrador,2281 Computer network technicians,Labour force,.5
July 2016,Newfoundland and Labrador,2282 User support technicians,Employment,1.5
July 2016,Newfoundland and Labrador,2282 User support technicians,Labour force,1.5
July 2016,Newfoundland and Labrador,2283 Information systems testing technicians,Employment,
July 2016,Newfoundland and Labrador,2283 Information systems testing technicians,Labour force,
July 2016,Newfoundland and Labrador,4163 Business development officers and marketing researchers and consultants,Employment,0
July 2016,Newfoundland and Labrador,4163 Business development officers and marketing researchers and consultants,Labour force,0
July 2016,Newfoundland and Labrador,5223 Graphic arts technicians,Employment,
July 2016,Newfoundland and Labrador,5223 Graphic arts technicians,Labour force,
July 2016,Newfoundland and Labrador,5224 Broadcast technicians,Employment,
July 2016,Newfoundland and Labrador,5224 Broadcast technicians,Labour force,
July 2016,Newfoundland and Labrador,5241 Graphic designers and illustrators,Employment,.60000002
July 2016,Newfoundland and Labrador,5241 Graphic designers and illustrators,Labour force,.60000002
July 2016,Newfoundland and Labrador,7241 Electricians (except industrial and power system),Employment,2.0999999
July 2016,Newfoundland and Labrador,7241 Electricians (except industrial and power system),Labour force,3.4000001
July 2016,Newfoundland and Labrador,7242 Industrial electricians,Employment,1
July 2016,Newfoundland and Labrador,7242 Industrial electricians,Labour force,1.1
July 2016,Newfoundland and Labrador,7243 Power system electricians,Employment,
July 2016,Newfoundland and Labrador,7243 Power system electricians,Labour force,
July 2016,Newfoundland and Labrador,7244 Electrical power line and cable workers,Employment,0
July 2016,Newfoundland and Labrador,7244 Electrical power line and cable workers,Labour force,0
July 2016,Newfoundland and Labrador,7245 Telecommunications line and cable workers,Employment,0
July 2016,Newfoundland and Labrador,7245 Telecommunications line and cable workers,Labour force,0
July 2016,Newfoundland and Labrador,7246 Telecommunications installation and repair workers,Employment,0
July 2016,Newfoundland and Labrador,7246 Telecommunications installation and repair workers,Labour force,0
July 2016,Newfoundland and Labrador,7247 Cable television service and maintenance technicians,Employment,0
July 2016,Newfoundland and Labrador,7247 Cable television service and maintenance technicians,Labour force,0
July 2016,Nova Scotia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Employment,
July 2016,Nova Scotia,"0015 Senior managers - trade, broadcasting and other services, n.e.c.",Labour force,
July 2016,Nova Scotia,0211 Engineering managers,Employment,.80000001
July 2016,Nova Scotia,0211 Engineering managers,Labour force,.80000001
July 2016,Nova Scotia,0213 Computer and information systems managers,Employment,1.5
July 2016,Nova Scotia,0213 Computer and information systems managers,Labour force,1.5
July 2016,Nova Scotia,0601 Corporate sales managers,Employment,0
July 2016,Nova Scotia,0601 Corporate sales managers,Labour force,0
July 2016,Nova Scotia,"1123 Professional occupations in advertising, marketing and public relations",Employment,2.5999999
July 2016,Nova Scotia,"1123 Professional occupations in advertising, marketing and public relations",Labour force,2.5999999
July 2016,Nova Scotia,1253 Records management technicians,Employment,
July 2016,Nova Scotia,1253 Records management technicians,Labour force,
July 2016,Nova Scotia,2133 Electrical and electronics engineers,Employment,1.2
July 2016,Nova Scotia,2133 Electrical and electronics engineers,Labour force,1.2
July 2016,Nova Scotia,2147 Computer engineers (except software engineers and designers),Employment,.60000002
July 2016,Nova Scotia,2147 Computer engineers (except software engineers and designers),Labour force,.60000002
July 2016,Nova Scotia,"2148 Other professional engineers, n.e.c.",Employment,.5
July 2016,Nova Scotia,"2148 Other professional engineers, n.e.c.",Labour force,.5
July 2016,Nova Scotia,"2161 Mathematicians, statisticians and actuaries",Employment,.5
July 2016,Nova Scotia,"2161 Mathematicians, statisticians and actuaries",Labour force,.5
July 2016,Nova Scotia,2171 Information systems analysts and consultants,Employment,3.0999999
July 2016,Nova Scotia,2171 Information systems analysts and consultants,Labour force,3.0999999
July 2016,Nova Scotia,2172 Database analysts and data administrators,Employment,.80000001
July 2016,Nova Scotia,2172 Database analysts and data administrators,Labour force,.89999998
July 2016,Nova Scotia,2173 Software engineers and designers,Employment,1
July 2016,Nova Scotia,2173 Software engineers and designers,Labour force,1
July 2016,Nova Scotia,2174 Computer programmers and interactive media developers,Employment,2.0999999
July 2016,Nova Scotia,2174 Computer programmers and interactive media developers,Labour force,2.0999999
